Rodada;Hora;DataPartida;DiaSemana;Ano;Arena;TimeCasa;GolCasa;TimeVisitante;GolVisitante;FinalCasa;FinalVisitante
2;;17/05/2009;domingo;2009;;botafogo  ;0;  corinthians;0;e;e
2;;17/05/2009;domingo;2009;;vitoria ;1;  sport;0;v;d
2;;17/05/2009;domingo;2009;;nautico  ;2;  cruzeiro;0;v;d
3;;23/05/2009;sabado;2009;;corinthians  ;2; barueri;1;v;d
3;;23/05/2009;sabado;2009;;cruzeiro  ;2;  vitoria;0;v;d
3;;23/05/2009;sabado;2009;;goias  ;0;  internacional;1;d;v
3;;24/05/2009;domingo;2009;;palmeiras  ;0;  sao paulo;0;e;e
3;;24/05/2009;domingo;2009;;fluminense  ;1; santos;4;d;v
3;;24/05/2009;domingo;2009;;athleticoPr  ;2;  nautico;3;d;v
3;;24/05/2009;domingo;2009;;gremio  ;2;  botafogo;0;v;d
3;;24/05/2009;domingo;2009;;sport  ;2;  atleticoMg;3;d;v
3;;24/05/2009;domingo;2009;;avai  ;2;  coritiba;2;e;e
3;;24/05/2009;domingo;2009;;santo andre ;1;  flamengo;2;d;v
4;;30/05/2009;sabado;2009;;botafogo  ;2;  sport;2;e;e
4;;30/05/2009;sabado;2009;;coritiba  ;1;  goias;3;d;v
4;;30/05/2009;sabado;2009;;atleticoMg  ;0;  santo andre;0;e;e
4;;31/05/2009;domingo;2009;;sao paulo  ;3; cruzeiro;0;v;d
4;;31/05/2009;domingo;2009;;santos  ;3;  corinthians;1;v;d
4;;31/05/2009;domingo;2009;;flamengo  ;2; athleticoPr;1;v;d
4;;31/05/2009;domingo;2009;;nautico  ;1;  fluminense;1;e;e
4;;31/05/2009;domingo;2009;;vitoria ;1;  gremio;0;v;d
4;;31/05/2009;domingo;2009;;barueri  ;2;  palmeiras;2;e;e
4;;31/05/2009;domingo;2009;;internacional  ;2;  avai;1;v;d
5;;04/06/2009;quinta;2009;;gremio  ;3;  nautico;0;v;d
5;;04/06/2009;quinta;2009;;santo andre ;3;  santos;3;e;e
5;;06/06/2009;sabado;2009;;corinthians  ;2; coritiba;0;v;d
5;;07/06/2009;domingo;2009;;palmeiras  ;2;  vitoria;1;v;d
5;;07/06/2009;domingo;2009;;athleticoPr  ;0;  atleticoMg;4;d;v
5;;07/06/2009;domingo;2009;;sport  ;4;  flamengo;2;v;d
5;;07/06/2009;domingo;2009;;avai  ;0;  sao paulo;0;e;e
5;;07/06/2009;domingo;2009;;cruzeiro  ;1;  internacional;1;e;e
5;;07/06/2009;domingo;2009;;goias  ;2;  barueri;2;e;e
5;;07/06/2009;domingo;2009;;fluminense  ;1; botafogo;0;v;d
6;;13/06/2009;sabado;2009;;sao paulo  ;1; santo andre;1;e;e
6;;13/06/2009;sabado;2009;;sport  ;0;  athleticoPr;1;d;v
6;;13/06/2009;sabado;2009;;botafogo  ;2;  santos;0;v;d
6;;31/05/2009;domingo;2009;;goias  ;0;  corinthians;0;e;e
6;;31/05/2009;domingo;2009;;fluminense  ;0; gremio;0;e;e
6;;31/05/2009;domingo;2009;;coritiba  ;5;  flamengo;0;v;d
6;;31/05/2009;domingo;2009;;atleticoMg  ;3; nautico;0;v;d
6;;31/05/2009;domingo;2009;;barueri  ;3;  avai;1;v;d
6;;31/05/2009;domingo;2009;;palmeiras  ;3;  cruzeiro;1;v;d
6;;31/05/2009;domingo;2009;;internacional  ;0; vitoria;0;e;e
7;;20/06/2009;sabado;2009;;athleticoPr  ;2;  palmeiras;2;e;e
7;;20/06/2009;sabado;2009;;vitoria ;4;  botafogo;3;v;d
7;;20/06/2009;sabado;2009;;santo andre ;2;  sport;1;v;d
7;;20/06/2009;sabado;2009;;gremio  ;2;  goias;2;e;e
7;;20/06/2009;sabado;2009;;avai  ;3;  fluminense;2;v;d
7;;20/06/2009;sabado;2009;;nautico  ;0;  coritiba;1;d;v
7;;21/06/2009;domingo;2009;;corinthians  ;3; sao paulo;1;v;d
7;;21/06/2009;domingo;2009;;santos  ;2;  atleticoMg;3;d;v
7;;21/06/2009;domingo;2009;;cruzeiro  ;2;  barueri;4;d;v
7;;21/06/2009;domingo;2009;;flamengo  ;4; internacional;0;v;d
8;;27/06/2009;sabado;2009;;athleticoPr  ;1;  corinthians;0;v;d
8;;27/06/2009;sabado;2009;;barueri  ;4;  atleticoMg;2;v;d
8;;27/06/2009;sabado;2009;;sao paulo  ;2; nautico;0;v;d
8;;27/06/2009;sabado;2009;;cruzeiro  ;1;  avai;0;v;d
8;;27/06/2009;sabado;2009;;botafogo  ;1;  goias;4;d;v
8;;28/06/2009;domingo;2009;;palmeiras  ;1;  santos;1;e;e
8;;28/06/2009;domingo;2009;;internacional  ;3;  coritiba;0;v;d
8;;28/06/2009;domingo;2009;;vitoria ;4;  santo andre;1;v;d
8;;28/06/2009;domingo;2009;;sport  ;3;  gremio;1;v;d
8;;28/06/2009;domingo;2009;;fluminense  ;0; flamengo;0;e;e
9;;04/07/2009;sabado;2009;;santos  ;1;  sport;0;v;d
9;;04/07/2009;sabado;2009;;santo andre ;1; barueri;1;e;e
9;;04/07/2009;sabado;2009;;flamengo  ;2; vitoria;1;v;d
9;;05/07/2009;domingo;2009;;coritiba  ;2;  sao paulo;0;v;d
9;;05/07/2009;domingo;2009;;goias  ;1; cruzeiro;0;v;d
9;;05/07/2009;domingo;2009;;atleticoMg  ;1;  botafogo;1;e;e
9;;05/07/2009;domingo;2009;;gremio  ;4;  athleticoPr;1;v;d
9;;05/07/2009;domingo;2009;;avai  ;0; palmeiras;3;d;v
9;;05/07/2009;domingo;2009;;nautico  ;0;  internacional;2;d;v
9;;08/07/2009;quarta;2009;;corinthians  ;4; fluminense;2;v;d
10;;11/07/2009;sabado;2009;;avai  ;1;  botafogo;2;d;v
10;;11/07/2009;sabado;2009;;barueri  ;3;  coritiba;1;v;d
10;;11/07/2009;sabado;2009;;palmeiras  ;4;  nautico;1;v;d
10;;12/07/2009;domingo;2009;;cruzeiro  ;0;  atleticoMg;3;d;v
10;;12/07/2009;domingo;2009;;athleticoPr  ;3;  internacional;2;v;d
10;;12/07/2009;domingo;2009;;gremio  ;3;  corinthians;0;v;d
10;;12/07/2009;domingo;2009;;sao paulo  ;2; flamengo;2;e;e
10;;12/07/2009;domingo;2009;;vitoria ;6;  santos;2;v;d
10;;12/07/2009;domingo;2009;;sport  ;1; goias;0;v;d
10;;12/07/2009;domingo;2009;;fluminense  ;0; santo andre;1;d;v
11;;15/07/2009;quarta;2009;;goias  ;0;  avai;2;d;v
11;;15/07/2009;quarta;2009;;coritiba  ;2;  gremio;1;v;d
11;;15/07/2009;quarta;2009;;santos  ;3;  barueri;3;e;e
11;;15/07/2009;quarta;2009;;santo andre ;1;  athleticoPr;0;v;d
11;;15/07/2009;quarta;2009;;flamengo  ;1; palmeiras;2;d;v
11;;15/07/2009;quarta;2009;;internacional  ;4;  fluminense;2;v;d
11;;16/07/2009;quinta;2009;;atleticoMg  ;2;  sao paulo;0;v;d
11;;16/07/2009;quinta;2009;;corinthians  ;4; sport;3;v;d
11;;16/07/2009;quinta;2009;;nautico  ;1; vitoria;1;e;e
11;;27/08/2009 ; quinta;2009;;botafogo  ;1;  cruzeiro;1;e;e
12;;18/07/2009;sabado;2009;;fluminense  ;1; goias;4;d;v
12;;18/07/2009;sabado;2009;;palmeiras  ;1;  santo andre;0;v;d
12;;19/07/2009;domingo;2009;;gremio  ;2;  internacional;1;v;d
12;;19/07/2009;domingo;2009;;sao paulo  ;2; santos;1;v;d
12;;19/07/2009;domingo;2009;;athleticoPr  ;0;  coritiba;0;e;e
12;;19/07/2009;domingo;2009;;vitoria ;0;  atleticoMg;0;e;e
12;;19/07/2009;domingo;2009;;cruzeiro  ;1;  corinthians;2;d;v
12;;19/07/2009;domingo;2009;;barueri  ;4;  nautico;0;v;d
12;;19/07/2009;domingo;2009;;sport  ;1;  avai;3;d;v
12;;19/07/2009;domingo;2009;;botafogo  ;2;  flamengo;2;e;e
13;;22/07/2009;quarta;2009;;flamengo  ;1; barueri;1;e;e
13;;22/07/2009;quarta;2009;;santo andre ;0;  cruzeiro;2;d;v
13;;22/07/2009;quarta;2009;;avai  ;1;  gremio;0;v;d
13;;22/07/2009;quarta;2009;;santos  ;1;  athleticoPr;0;v;d
13;;22/07/2009;quarta;2009;;goias  ;2;  palmeiras;1;v;d
13;;22/07/2009;quarta;2009;;internacional  ;2;  sao paulo;2;e;e
13;;22/07/2009;quarta;2009;;nautico  ;2;  botafogo;2;e;e
13;;23/07/2009;quinta;2009;;atleticoMg  ;2;  fluminense;1;v;d
13;;23/07/2009;quinta;2009;;coritiba  ;1;  sport;1;e;e
13;;23/07/2009;quinta;2009;;corinthians  ;2; vitoria;1;v;d
14;;25/07/2009;sabado;2009;;gremio  ;3;  santo andre;2;v;d
14;;25/07/2009;sabado;2009;;athleticoPr  ;1;  avai;3;d;v
14;;25/07/2009;sabado;2009;;botafogo  ;3;  internacional;2;v;d
14;;26/07/2009;domingo;2009;;santos  ;1;  flamengo;2;d;v
14;;26/07/2009;domingo;2009;;corinthians  ;0; palmeiras;3;d;v
14;;26/07/2009;domingo;2009;;atleticoMg  ;0;  goias;1;d;v
14;;26/07/2009;domingo;2009;;sport  ;3;  nautico;3;e;e
14;;26/07/2009;domingo;2009;;fluminense  ;1; cruzeiro;1;e;e
14;;26/07/2009;domingo;2009;;vitoria ;1;  coritiba;0;v;d
14;;26/07/2009;domingo;2009;;barueri  ;1;  sao paulo;2;d;v
15;;29/07/2009;quarta;2009;;nautico  ;1;  santos;2;d;v
15;;29/07/2009;quarta;2009;;coritiba  ;2;  botafogo;2;e;e
15;;29/07/2009;quarta;2009;;goias  ;3;  athleticoPr;0;v;d
15;;29/07/2009;quarta;2009;;internacional  ;3;  barueri;2;v;d
15;;29/07/2009;quarta;2009;;cruzeiro  ;1;  sport;0;v;d
15;;29/07/2009;quarta;2009;;santo andre ;1;  corinthians;1;e;e
15;;29/07/2009;quarta;2009;;palmeiras  ;1;  fluminense;0;v;d
15;;30/07/2009;quinta;2009;;avai  ;4;  vitoria;0;v;d
15;;30/07/2009;quinta;2009;;flamengo  ;3; atleticoMg;1;v;d
15;;30/07/2009;quinta;2009;;sao paulo  ;2; gremio;1;v;d
16;;01/08/2009;sabado;2009;;sport  ;0;  palmeiras;1;d;v
16;;01/08/2009;sabado;2009;;botafogo  ;2;  barueri;1;v;d
16;;02/08/2009;domingo;2009;;flamengo  ;1; nautico;1;e;e
16;;02/08/2009;domingo;2009;;corinthians  ;0; avai;0;e;e
16;;02/08/2009;domingo;2009;;vitoria ;0;  sao paulo;1;d;v
16;;02/08/2009;domingo;2009;;athleticoPr  ;1;  fluminense;0;v;d
16;;02/08/2009;domingo;2009;;santo andre ;1;  goias;2;d;v
16;;02/08/2009;domingo;2009;;gremio  ;4;  cruzeiro;1;v;d
16;;02/08/2009;domingo;2009;;atleticoMg  ;3;  coritiba;2;v;d
16;;26/08/2009 ; quarta;2009;;santos  ;3;  internacional;3;e;e
17;;05/08/2009;quarta;2009;;cruzeiro  ;0;  athleticoPr;2;d;v
17;;05/08/2009;quarta;2009;;avai  ;1;  santo andre;0;v;d
17;;05/08/2009;quarta;2009;;sao paulo  ;3; botafogo;1;v;d
17;;05/08/2009;quarta;2009;;nautico  ;1;  corinthians;0;v;d
17;;05/08/2009;quarta;2009;;coritiba  ;0;  santos;1;d;v
17;;05/08/2009;quarta;2009;;goias  ;3;  flamengo;2;v;d
17;;06/08/2009;quinta;2009;;palmeiras  ;1;  gremio;1;e;e
17;;06/08/2009;quinta;2009;;fluminense  ;5; sport;1;v;d
17;;06/08/2009;quinta;2009;;barueri  ;4;  vitoria;0;v;d
17;;02/09/2009 ; quarta;2009;;internacional  ;3;  atleticoMg;0;v;d
18;;08/08/2009;sabado;2009;;santos  ;2;  avai;2;e;e
18;;08/08/2009;sabado;2009;;nautico  ;2;  santo andre;1;v;d
18;;08/08/2009;sabado;2009;;botafogo  ;0;  athleticoPr;1;d;v
18;;09/08/2009;domingo;2009;;flamengo  ;1; corinthians;0;v;d
18;;09/08/2009;domingo;2009;;vitoria ;2;  fluminense;2;e;e
18;;09/08/2009;domingo;2009;;coritiba  ;1;  cruzeiro;3;d;v
18;;09/08/2009;domingo;2009;;sao paulo  ;3; goias;1;v;d
18;;09/08/2009;domingo;2009;;barueri  ;1;  gremio;0;v;d
18;;10/08/2009;segunda;2009;;internacional  ;3;  sport;0;v;d
18;;12/08/2009;quarta;2009;;atleticoMg  ;1;  palmeiras;1;e;e
19;;15/08/2009;sabado;2009;;avai  ;2;  nautico;1;v;d
19;;15/08/2009;sabado;2009;;santo andre ;0;  internacional;2;d;v
19;;15/08/2009;sabado;2009;;palmeiras  ;1;  botafogo;1;e;e
19;;16/08/2009;domingo;2009;;fluminense  ;1; coritiba;3;d;v
19;;16/08/2009;domingo;2009;;gremio  ;4;  flamengo;1;v;d
19;;16/08/2009;domingo;2009;;corinthians  ;2; atleticoMg;0;v;d
19;;16/08/2009;domingo;2009;;sport  ;1;  sao paulo;2;d;v
19;;16/08/2009;domingo;2009;;goias  ;3;  vitoria;2;v;d
19;;16/08/2009;domingo;2009;;athleticoPr  ;3;  barueri;0;v;d
19;;16/08/2009;domingo;2009;;cruzeiro  ;0;  santos;0;e;e
20;;19/08/2009 ; quarta;2009;;santos  ;1;  gremio;0;v;d
20;;19/08/2009 ; quarta;2009;;vitoria  ;2;  athleticoPr;1;v;d
20;;19/08/2009 ; quarta;2009;;botafogo  ;1;  santo andre;2;d;v
20;;19/08/2009 ; quarta;2009;;barueri  ;2;  sport;1;v;d
20;;19/08/2009 ; quarta;2009;;sao paulo  ;1;  fluminense;0;v;d
20;;19/08/2009 ; quarta;2009;;coritiba  ;1;  palmeiras;0;v;d
20;;19/08/2009 ; quarta;2009;;internacional  ;1;  corinthians;2;d;v
20;;20/08/2009 ; quinta;2009;;flamengo  ;1;  cruzeiro;2;d;v
20;;20/08/2009 ; quinta;2009;;nautico  ;2;  goias;0;v;d
20;;20/08/2009 ; quinta;2009;;atleticoMg  ;2;  avai;2;e;e
21;;22/08/2009 ; sabado;2009;;palmeiras  ;2;  internacional;1;v;d
21;;22/08/2009 ; sabado;2009;;santo andre  ;1;  coritiba;0;v;d
21;;22/08/2009 ; sabado;2009;;sport  ;2;  vitoria;0;v;d
21;;23/08/2009 ; domingo;2009;;corinthians  ;3;  botafogo;3;e;e
21;;23/08/2009 ; domingo;2009;;athleticoPr  ;1;  sao paulo;0;v;d
21;;23/08/2009 ; domingo;2009;;gremio  ;4;  atleticoMg;1;v;d
21;;23/08/2009 ; domingo;2009;;fluminense  ;0;  barueri;0;e;e
21;;23/08/2009 ; domingo;2009;;goias  ;2;  santos;1;v;d
21;;23/08/2009 ; domingo;2009;;cruzeiro  ;4;  nautico;2;v;d
21;;23/08/2009 ; domingo;2009;;avai  ;3;  flamengo;0;v;d
22;;26/08/2009 ; quarta;2009;;barueri  ;2;  corinthians;2;e;e
22;;29/08/2009 ; sabado;2009;;coritiba  ;2;  avai;0;v;d
22;;29/08/2009 ; sabado;2009;;flamengo  ;3;  santo andre;0;v;d
22;;29/08/2009 ; sabado;2009;;nautico  ;3;  athleticoPr;0;v;d
22;;30/08/2009 ; domingo;2009;;sao paulo  ;0;  palmeiras;0;e;e
22;;30/08/2009 ; domingo;2009;;santos  ;2;  fluminense;0;v;d
22;;30/08/2009 ; domingo;2009;;atleticoMg  ;1;  sport;1;e;e
22;;30/08/2009 ; domingo;2009;;vitoria  ;3;   cruzeiro;3;e;e
22;;30/08/2009 ; domingo;2009;;internacional  ;4;  goias;0;v;d
22;;30/08/2009 ; domingo;2009;;botafogo  ;3;  gremio;3;e;e
23;;02/09/2009 ; quarta;2009;;corinthians  ;2;  santos;1;v;d
23;;05/09/2009 ; sabado;2009;;palmeiras  ;2;  barueri;1;v;d
23;;05/09/2009 ; sabado;2009;;gremio  ;1;  vitoria;1;e;e
23;;05/09/2009 ; sabado;2009;;sport  ;2;  botafogo;1;v;d
23;;06/09/2009 ; domingo;2009;;athleticoPr  ;0;  flamengo;0;e;e
23;;06/09/2009 ; domingo;2009;;cruzeiro  ;1;  sao paulo;2;d;v
23;;06/09/2009 ; domingo;2009;;goias  ;2; coritiba;2;e;e
23;;06/09/2009 ; domingo;2009;;avai  ;0;  internacional;2;d;v
23;;06/09/2009 ; domingo;2009;;fluminense  ;1;  nautico;1;e;e
23;;06/09/2009 ; domingo;2009;;santo andre  ;1;  atleticoMg;2;d;v
24;;12/09/2009 ; sabado;2009;;sao paulo  ;2;   avai;0;v;d
24;;12/09/2009 ; sabado;2009;;flamengo  ;3;  sport;0;v;d
24;;13/09/2009 ; domingo;2009;;santos  ;1;  santo andre;0;v;d
24;;13/09/2009 ; domingo;2009;;atleticoMg  ;2;  athleticoPr;1;v;d
24;;13/09/2009 ; domingo;2009;;vitoria  ;3;   palmeiras;2;v;d
24;;13/09/2009 ; domingo;2009;;internacional  ;2;  cruzeiro;3;d;v
24;;13/09/2009 ; domingo;2009;;botafogo  ;0;  fluminense;0;e;e
24;;13/09/2009 ; domingo;2009;;nautico  ;0;  gremio;2;d;v
24;;13/09/2009 ; domingo;2009;;barueri  ;3;  goias;1;v;d
24;;16/09/2009 ; quarta;2009;;coritiba  ;1;  corinthians;1;e;e
25;;19/09/2009 ; sabado;2009;;athleticoPr  ;1;  sport;0;v;d
25;;19/09/2009 ; sabado;2009;;vitoria  ;2;   internacional;0;v;d
25;;19/09/2009 ; sabado;2009;;nautico  ;0;  atleticoMg;0;e;e
25;;20/09/2009 ; domingo;2009;;gremio  ;5;  fluminense;1;v;d
25;;20/09/2009 ; domingo;2009;;santo andre  ;1;  sao paulo;1;e;e
25;;20/09/2009 ; domingo;2009;;avai  ;4;  barueri;0;v;d
25;;20/09/2009 ; domingo;2009;;flamengo  ;3;  coritiba;0;v;d
25;;20/09/2009 ; domingo;2009;;santos  ;0;  botafogo;0;e;e
25;;20/09/2009 ; domingo;2009;;corinthians  ;1;  goias;4;d;v
25;;23/09/2009 ; quarta;2009;;cruzeiro  ;1;  palmeiras;2;d;v
26;;26/09/2009 ; sabado;2009;;palmeiras  ;2;  athleticoPr;1;v;d
26;;26/09/2009 ; sabado;2009;;barueri  ;0;  cruzeiro;1;d;v
26;;27/09/2009 ; domingo;2009;;internacional  ;0;  flamengo;0;e;e
26;;27/09/2009 ; domingo;2009;;sao paulo  ;1;   corinthians;1;e;e
26;;27/09/2009 ; domingo;2009;;coritiba  ;2;  nautico;0;v;d
26;;27/09/2009 ; domingo;2009;;goias  ;2;  gremio;1;v;d
26;;27/09/2009 ; domingo;2009;;fluminense  ;3;  avai;2;v;d
26;;27/09/2009 ; domingo;2009;;atleticoMg  ;3;  santos;1;v;d
26;;27/09/2009 ; domingo;2009;;botafogo  ;1;  vitoria;3;d;v
26;;27/09/2009 ; domingo;2009;;sport  ;2;  santo andre;1;v;d
27;;30/09/2009 ; quarta;2009;;nautico  ;1;  sao paulo;2;d;v
27;;03/10/2009 ; sabado;2009;;santo andre  ;1;  vitoria;0;v;d
27;;03/10/2009 ; sabado;2009;;corinthians  ;1;  athleticoPr;3;d;v
27;;03/10/2009 ; sabado;2009;;atleticoMg  ;2;  barueri;1;v;d
27;;04/10/2009 ; domingo;2009;;santos  ;1;  palmeiras;3;d;v
27;;04/10/2009 ; domingo;2009;;gremio  ;3;  sport;3;e;e
27;;04/10/2009 ; domingo;2009;;goias  ;1;  botafogo;3;d;v
27;;04/10/2009 ; domingo;2009;;flamengo  ;2;  fluminense;0;v;d
27;;04/10/2009 ; domingo;2009;;avai  ;2;  cruzeiro;2;e;e
27;;04/10/2009 ; domingo;2009;;coritiba  ;2;  internacional;0;v;d
28;;07/10/2009 ; quarta;2009;;sport  ;0;  santo s;1;d;v
28;;07/10/2009 ; quarta;2009;;barueri  ;0;  santo andre;0;e;e
28;;07/10/2009 ; quarta;2009;;athleticoPr  ;0;  g remio;0;e;e
28;;07/10/2009 ; quarta;2009;;sao paulo  ;2;   coritiba;2;e;e
28;;07/10/2009 ; quarta;2009;;vitoria  ;3;  flamengo;3;e;e
28;;07/10/2009 ; quarta;2009;;fluminense  ;1;  corinthians;1;e;e
28;;07/10/2009 ; quarta;2009;;internacional  ;3;  nautico;1;v;d
28;;08/10/2009 ; quinta;2009;;cruzeiro  ;3;  goias;0;v;d
28;;08/10/2009 ; quinta;2009;;palmeiras  ;2;  avai;2;e;e
28;;08/10/2009 ; quinta;2009;;botafogo  ;3;  atleticoMg;1;v;d
29;;10/10/2009 ; sabado;2009;;corinthians  ;2;  gremio;1;v;d
29;;10/10/2009 ; sabado;2009;;flamengo  ;2;  sao paulo;1;v;d
29;;10/10/2009 ; sabado;2009;;santo andre  ;1;  fluminense;2;d;v
29;;10/10/2009 ; sabado;2009;;internacional  ;1;  athleticoPr;1;e;e
29;;10/10/2009 ; sabado;2009;;coritiba  ;1;  barueri;2;d;v
29;;12/10/2009 ; segunda;2009;;santos  ;0;  vitoria;0;e;e
29;;12/10/2009 ; segunda;2009;;atleticoMg  ;0;  cruzeiro;1;d;v
29;;12/10/2009 ; segunda;2009;;goias  ;1; sport;1;e;e
29;;12/10/2009 ; segunda;2009;;nautico  ;3;  palmeiras;0;v;d
29;;12/10/2009 ; segunda;2009;;botafogo  ;2;  avai;2;e;e
30;;17/10/2009 ; sabado;2009;;barueri  ;0;  santos;0;e;e
30;;17/10/2009 ; sabado;2009;;sao paulo  ;0;  atleticoMg;1;d;v
30;;17/10/2009 ; sabado;2009;;avai  ;2;  goias;1;v;d
30;;18/10/2009 ; domingo;2009;;sport  ;2;  corinthians;0;v;d
30;;18/10/2009 ; domingo;2009;;gremio  ;2;  coritiba;0;v;d
30;;18/10/2009 ; domingo;2009;;fluminense  ;2;  internacional;2;e;e
30;;18/10/2009 ; domingo;2009;;palmeiras  ;0;  flamengo;2;d;v
30;;18/10/2009 ; domingo;2009;;athleticoPr  ;3;  santo andre;0;v;d
30;;18/10/2009 ; domingo;2009;;cruzeiro  ;1;  botafogo;0;v;d
30;;18/10/2009 ; domingo;2009;;vitoria  ;3;  nautico;1;v;d
31;;21/10/2009 ; quarta;2009;;santo andre  ;2;   palmeiras;0;v;d
31;;24/10/2009 ; sabado;2009;;atleticoMg  ;1;   vitoria;0;v;d
31;;24/10/2009 ; sabado;2009;;nautico  ;2;  barueri;1;v;d
31;;25/10/2009 ; domingo;2009;;santos  ;3;  sao paulo;4;d;v
31;;25/10/2009 ; domingo;2009;;internacional  ;1;  gremio;0;v;d
31;;25/10/2009 ; domingo;2009;;coritiba  ;3;  athleticoPr;2;v;d
31;;25/10/2009 ; domingo;2009;;goias  ;2;  fluminense;2;e;e
31;;25/10/2009 ; domingo;2009;;corinthians  ;0;  cruzeiro;1;d;v
31;;25/10/2009 ; domingo;2009;;avai  ;2;  sport;2;e;e
31;;25/10/2009 ; domingo;2009;;botafogo  ;0;  flamengo;1;d;v
32;;28/10/2009 ; quarta;2009;;athleticoPr  ;1;  santo s;1;e;e
32;;28/10/2009 ; quarta;2009;;botafogo  ;1;  nautico;0;v;d
32;;28/10/2009 ; quarta;2009;;cruzeiro  ;3;  santo andre;2;v;d
32;;28/10/2009 ; quarta;2009;;gremio  ;3;  avai;1;v;d
32;;28/10/2009 ; quarta;2009;;vitoria  ;0;  corinthians;1;d;v
32;;28/10/2009 ; quarta;2009;;barueri  ;2;  flamengo;0;v;d
32;;28/10/2009 ; quarta;2009;;sao paulo  ;1;  internacional;0;v;d
32;;29/10/2009 ; quinta;2009;;sport  ;1;  cori tiba;1;e;e
32;;29/10/2009 ; quinta;2009;;fluminense  ;2;  atleticoMg;1;v;d
32;;29/10/2009 ; quinta;2009;;palmeiras  ;4;  goias;0;v;d
33;;31/10/2009 ; sabado;2009;;flamengo  ;1;  santos;0;v;d
33;;31/10/2009 ; sabado;2009;;avai  ;2;  athleticoPr;0;v;d
33;;31/10/2009 ; sabado;2009;;sao paulo  ;1;  barueri;0;v;d
33;;01/11/2009 ; domingo;2009;;palmeiras  ;2;  corinthians;2;e;e
33;;01/11/2009 ; domingo;2009;;internacional  ;0;  botafogo;1;d;v
33;;01/11/2009 ; domingo;2009;;coritiba  ;1;  vitoria;0;v;d
33;;01/11/2009 ; domingo;2009;;goias  ;2;  atleticoMg;3;d;v
33;;01/11/2009 ; domingo;2009;;cruzeiro  ;2;  fluminense;3;d;v
33;;01/11/2009 ; domingo;2009;;santo andre  ;2;   gremio;0;v;d
33;;01/11/2009 ; domingo;2009;;nautico  ;3;  sport;2;v;d
34;;04/11/2009 ; quarta;2009;;gremio  ;1;  sao paulo;1;e;e
34;;07/11/2009 ; sabado;2009;;vitoria  ;0;  avai;1;d;v
34;;07/11/2009 ; sabado;2009;;sport  ;2;  cruzeiro;3;d;v
34;;07/11/2009 ; sabado;2009;;santos  ;3;  nautico;1;v;d
34;;08/11/2009 ; domingo;2009;;fluminense  ;1;  palmeiras;0;v;d
34;;08/11/2009 ; domingo;2009;;atleticoMg  ;1;   flamengo;3;d;v
34;;08/11/2009 ; domingo;2009;;corinthians  ;2;  santo andre;0;v;d
34;;08/11/2009 ; domingo;2009;;barueri  ;1;  internacional;1;e;e
34;;08/11/2009 ; domingo;2009;;botafogo  ;2;  coritiba;0;v;d
34;;08/11/2009 ; domingo;2009;;athleticoPr  ;2;  goias;0;v;d
35;;11/11/2009 ; quarta;2009;;palmeiras  ;2;  sport;2;e;e
35;;14/11/2009 ; sabado;2009;;cruzeiro  ;1;  gremio;1;e;e
35;;14/11/2009 ; sabado;2009;;sao paulo  ;2;  vitoria;0;v;d
35;;14/11/2009 ; sabado;2009;;coritiba  ;2;  atleticoMg;1;v;d
35;;15/11/2009 ; domingo;2009;;nautico  ;0;  flamengo;2;d;v
35;;15/11/2009 ; domingo;2009;;avai  ;3;  corinthians;1;v;d
35;;15/11/2009 ; domingo;2009;;barueri  ;3;  botafogo;0;v;d
35;;15/11/2009 ; domingo;2009;;fluminense  ;2;  athleticoPr;1;v;d
35;;15/11/2009 ; domingo;2009;;goias  ;3;  santo andre;1;v;d
35;;15/11/2009 ; domingo;2009;;internacional  ;3;  santos;1;v;d
36;;18/11/2009 ; quarta;2009;;gremio  ;2;  palmeiras;0;v;d
36;;21/11/2009 ; sabado;2009;;corinthians  ;2;   nautico;3;d;v
36;;21/11/2009 ; sabado;2009;;athleticoPr  ;1;  cruzeiro;1;e;e
36;;22/11/2009 ; domingo;2009;;botafogo  ;3;  sao paulo;2;v;d
36;;22/11/2009 ; domingo;2009;;sport  ;0;  fluminense;3;d;v
36;;22/11/2009 ; domingo;2009;;santo andre  ;4;   avai;2;v;d
36;;22/11/2009 ; domingo;2009;;santos  ;4;  coritiba;0;v;d
36;;22/11/2009 ; domingo;2009;;vitoria  ;2;  barueri;1;v;d
36;;22/11/2009 ; domingo;2009;;atleticoMg  ;0;   internacional;1;d;v
36;;22/11/2009 ; domingo;2009;;flamengo  ;0;  goias;0;e;e
37;;29/11/2009 ; domingo;2009;;goias  ;4;  sao paulo;2;v;d
37;;29/11/2009 ; domingo;2009;;corinthians  ;0;   flamengo;2;d;v
37;;29/11/2009 ; domingo;2009;;palmeiras  ;3;  atleticoMg;1;v;d
37;;29/11/2009 ; domingo;2009;;sport  ;1;  internacional;2;d;v
37;;29/11/2009 ; domingo;2009;;gremio  ;4;  barueri;2;v;d
37;;29/11/2009 ; domingo;2009;;avai  ;2;  santos;2;e;e
37;;29/11/2009 ; domingo;2009;;cruzeiro  ;4;  coritiba;1;v;d
37;;29/11/2009 ; domingo;2009;;santo andre  ;5;   nautico;3;v;d
37;;29/11/2009 ; domingo;2009;;athleticoPr  ;2;  botafogo;0;v;d
